EmployeeID,Skill,ProficiencyLevel,MonthsSinceLastUse,EvidenceType
E0076,Data Storytelling,4,35,Self-assessment
E0076,Python,2,40,Project evidence
E0076,Power BI,3,43,Manager validation
E0077,Data Quality,2,10,Manager validation
E0077,NLP,3,34,Manager validation
E0077,Stakeholder Management,2,23,Project evidence
E0077,Machine Learning,3,18,Self-assessment
E0077,Data Governance,2,42,Manager validation
E0077,Generative AI,3,4,Self-assessment
E0077,Project Management,4,29,Manager validation
E0077,Python,4,11,Manager validation
E0078,Excel,2,6,Manager validation
E0078,Business Acumen,2,4,Project evidence
E0078,Project Management,2,33,Project evidence
E0078,Data Quality,4,3,Manager validation
E0078,Power BI,2,4,Self-assessment
E0079,Excel,1,28,Self-assessment
E0079,Business Acumen,1,32,Project evidence
E0079,Data Quality,2,20,Project evidence
E0079,Data Modeling,2,28,Manager validation
E0079,NLP,4,45,Project evidence
E0079,Data Governance,2,17,Self-assessment
E0079,Machine Learning,3,7,Manager validation
E0079,Python,3,36,Manager validation
E0079,Power BI,2,45,Self-assessment
E0080,Change Management,4,41,Certification
E0080,Excel,1,20,Self-assessment
E0080,Business Acumen,3,45,Manager validation
E0080,Data Quality,1,43,Project evidence
E0080,Employee Engagement,2,26,Certification
E0080,Stakeholder Management,4,44,Project evidence
E0080,Communication,1,18,Self-assessment
E0080,Data Storytelling,3,21,Project evidence
E0080,Talent Intelligence,2,48,Manager validation
E0080,Workforce Planning,2,24,Project evidence
E0081,Excel,1,14,Manager validation
E0081,Power BI,2,41,Self-assessment
E0081,Business Acumen,2,13,Certification
E0081,Employee Engagement,1,42,Project evidence
E0081,Stakeholder Management,2,35,Self-assessment
E0081,Data Storytelling,2,10,Project evidence
E0081,Project Management,2,18,Project evidence
E0082,SQL,3,29,Manager validation
E0082,Excel,1,24,Self-assessment
E0082,Business Acumen,1,28,Self-assessment
E0082,NLP,5,29,Manager validation
E0082,Stakeholder Management,2,7,Self-assessment
E0082,Machine Learning,4,18,Self-assessment
E0082,Generative AI,4,34,Self-assessment
E0082,Python,3,42,Manager validation
E0082,Data Modeling,4,43,Manager validation
E0082,Power Query,2,29,Manager validation
E0083,SQL,5,33,Project evidence
E0083,Excel,2,32,Project evidence
E0083,Business Acumen,2,4,Self-assessment
E0083,Data Modeling,5,41,Self-assessment
E0083,Data Governance,1,35,Project evidence
E0083,Machine Learning,3,47,Project evidence
E0083,Communication,1,36,Self-assessment
E0083,Python,4,38,Self-assessment
E0084,Excel,3,21,Project evidence
E0084,Business Acumen,2,42,Self-assessment
E0084,Employee Engagement,2,21,Self-assessment
E0084,Stakeholder Management,3,29,Project evidence
E0084,Communication,2,34,Project evidence
E0084,Data Storytelling,2,8,Manager validation
E0085,Excel,3,6,Self-assessment
E0085,Business Acumen,2,34,Self-assessment
E0085,Data Quality,3,21,Project evidence
E0085,Stakeholder Management,2,38,Self-assessment
E0085,Communication,3,22,Manager validation
E0085,Data Storytelling,2,11,Manager validation
E0086,Change Management,4,9,Certification
E0086,Excel,1,25,Manager validation
E0086,Scenario Modeling,3,31,Manager validation
E0086,Business Acumen,5,8,Self-assessment
E0086,Data Quality,2,40,Manager validation
E0086,Stakeholder Management,4,3,Project evidence
E0086,Statistics,2,18,Self-assessment
E0086,Data Storytelling,3,17,Self-assessment
E0086,Forecasting,2,6,Manager validation
E0086,Project Management,1,7,Manager validation
E0086,Workforce Planning,2,33,Self-assessment
E0086,People Analytics,1,13,Manager validation
E0087,Change Management,4,35,Manager validation
E0087,Business Acumen,5,21,Manager validation
E0087,Performance Analytics,2,4,Manager validation
E0087,Data Quality,2,26,Project evidence
E0087,Stakeholder Management,4,27,Self-assessment
E0087,Communication,2,47,Manager validation
E0087,Data Storytelling,4,29,Project evidence
E0087,Power BI,1,19,Manager validation
E0087,Power Query,3,10,Certification
E0088,Change Management,4,34,Manager validation
E0088,Excel,3,47,Self-assessment
E0088,Scenario Modeling,2,12,Manager validation
E0088,Business Acumen,4,33,Project evidence
E0088,Project Management,2,29,Certification
E0088,Data Quality,2,19,Self-assessment
E0088,Stakeholder Management,5,21,Certification
E0088,Data Storytelling,5,21,Manager validation
E0088,Forecasting,1,16,Self-assessment
E0088,Power BI,2,10,Manager validation
E0089,SQL,4,14,Project evidence
E0089,NLP,4,33,Manager validation
E0089,Stakeholder Management,1,10,Manager validation
E0089,Machine Learning,3,3,Self-assessment
E0089,Generative AI,3,30,Manager validation
E0089,Communication,2,37,Self-assessment
E0089,Project Management,2,32,Project evidence
E0089,Python,3,23,Self-assessment
E0090,SQL,3,43,Manager validation
E0090,Excel,2,12,Project evidence
E0090,NLP,4,19,Self-assessment
E0090,Stakeholder Management,3,29,Project evidence
E0090,Machine Learning,4,15,Self-assessment
E0090,Generative AI,3,33,Project evidence
E0090,Communication,3,20,Manager validation
E0090,Python,5,9,Self-assessment
E0091,Excel,2,29,Self-assessment
E0091,Business Acumen,4,23,Manager validation
E0091,Stakeholder Management,2,33,Certification
E0091,Data Governance,1,3,Project evidence
E0091,Communication,3,27,Certification
E0091,Project Management,1,43,Manager validation
E0092,Change Management,5,25,Self-assessment
E0092,Business Acumen,5,34,Certification
E0092,Data Quality,1,47,Self-assessment
E0092,Data Modeling,3,19,Self-assessment
E0092,NLP,4,37,Self-assessment
E0092,Stakeholder Management,5,6,Manager validation
E0092,Data Governance,3,42,Self-assessment
E0092,Generative AI,3,34,Project evidence
E0092,Communication,1,17,Self-assessment
E0092,Data Storytelling,5,43,Self-assessment
E0092,Project Management,1,11,Self-assessment
E0092,Python,2,3,Self-assessment
E0093,Excel,2,45,Project evidence
E0093,Scenario Modeling,3,19,Self-assessment
E0093,Business Acumen,1,35,Project evidence
E0093,Power BI,1,40,Self-assessment
E0093,Forecasting,2,10,Certification
E0093,Project Management,2,43,Self-assessment
E0093,Data Modeling,1,41,Self-assessment
E0093,Power Query,2,38,Self-assessment
E0094,SQL,2,4,Self-assessment
E0094,Excel,3,36,Project evidence
E0094,Business Acumen,2,7,Self-assessment
E0094,Data Modeling,3,8,Project evidence
E0094,NLP,3,30,Self-assessment
E0094,Stakeholder Management,2,32,Self-assessment
E0094,Machine Learning,4,24,Manager validation
E0094,Generative AI,3,37,Self-assessment
E0094,Statistics,2,7,Self-assessment
E0095,Excel,3,24,Project evidence
E0095,Scenario Modeling,1,14,Self-assessment
E0095,Data Quality,3,4,Certification
E0095,Stakeholder Management,1,26,Self-assessment
E0095,Communication,2,45,Project evidence
E0095,Forecasting,1,21,Self-assessment
E0095,Project Management,3,6,Certification
E0096,SQL,5,14,Self-assessment
E0096,Business Acumen,2,4,Certification
E0096,Data Quality,4,42,Self-assessment
E0096,Stakeholder Management,2,33,Project evidence
E0096,Data Governance,3,44,Manager validation
E0096,Machine Learning,4,10,Project evidence
E0096,Generative AI,2,12,Self-assessment
E0096,Python,3,30,Manager validation
E0097,Change Management,4,34,Project evidence
E0097,Excel,3,14,Manager validation
E0097,Business Acumen,2,46,Self-assessment
E0097,Data Quality,1,5,Manager validation
E0097,Stakeholder Management,3,46,Self-assessment
E0097,Data Storytelling,4,8,Self-assessment
E0097,Forecasting,1,47,Manager validation
E0097,Power BI,1,4,Self-assessment
E0097,Internal Mobility,4,7,Self-assessment
E0097,People Analytics,2,27,Project evidence
E0098,Excel,1,8,Project evidence
E0098,Business Acumen,2,36,Self-assessment
E0098,Project Management,3,25,Project evidence
E0098,Performance Analytics,1,36,Self-assessment
E0098,Communication,2,5,Certification
E0098,Power BI,2,16,Project evidence
E0098,Power Query,1,11,Self-assessment
E0098,Statistics,2,14,Manager validation
E0099,Business Acumen,3,24,Manager validation
E0099,Data Quality,2,10,Manager validation
E0099,NLP,4,15,Self-assessment
E0099,Machine Learning,5,17,Project evidence
E0099,Data Governance,1,44,Self-assessment
E0099,Generative AI,2,41,Self-assessment
E0099,Communication,3,38,Certification
E0099,Python,5,12,Manager validation
E0099,Data Modeling,4,48,Self-assessment
E0100,Excel,2,11,Manager validation
E0100,Business Acumen,1,41,Manager validation
E0100,Data Quality,3,41,Self-assessment
E0100,Stakeholder Management,1,48,Manager validation
E0100,Communication,2,30,Manager validation
E0100,Data Storytelling,2,44,Manager validation
E0100,Power BI,2,41,Self-assessment
E0101,Excel,3,14,Project evidence
E0101,Business Acumen,1,41,Project evidence
E0101,Data Quality,2,12,Manager validation
E0101,Stakeholder Management,2,29,Manager validation
E0101,Forecasting,2,6,Manager validation
E0101,Power BI,1,4,Self-assessment
E0102,HR Data Management,2,41,Certification
E0102,Excel,3,3,Self-assessment
E0102,Performance Analytics,3,10,Manager validation
E0102,HRIS,4,18,Project evidence
E0102,Stakeholder Management,2,40,Project evidence
E0102,Data Storytelling,2,6,Project evidence
E0102,People Analytics,5,41,Self-assessment
E0102,Data Visualization,4,14,Manager validation
E0102,Communication,2,37,Project evidence
E0102,Statistics,2,30,Manager validation
E0102,Talent Management,3,14,Self-assessment
E0102,Workforce Planning,4,36,Manager validation
E0102,Internal Mobility,2,36,Manager validation
E0103,Excel,3,41,Project evidence
E0103,Scenario Modeling,2,12,Self-assessment
E0103,Stakeholder Management,3,39,Project evidence
E0103,Forecasting,2,43,Project evidence
E0103,Project Management,2,11,Self-assessment
E0104,Excel,2,21,Certification
E0104,NLP,3,41,Manager validation
E0104,Data Governance,2,26,Self-assessment
E0104,Machine Learning,2,46,Certification
E0104,Generative AI,2,46,Self-assessment
E0104,Communication,1,43,Project evidence
E0104,Project Management,1,38,Self-assessment
E0104,Python,3,35,Manager validation
E0105,Excel,2,41,Self-assessment
E0105,Scenario Modeling,4,28,Project evidence
E0105,Power BI,3,36,Self-assessment
E0105,Data Quality,3,30,Self-assessment
E0105,Stakeholder Management,1,36,Project evidence
E0105,Project Management,1,43,Manager validation
E0105,SQL,1,4,Self-assessment
E0106,Change Management,4,45,Manager validation
E0106,Excel,2,43,Self-assessment
E0106,Power BI,2,14,Manager validation
E0106,Business Acumen,2,8,Manager validation
E0106,Performance Analytics,1,37,Project evidence
E0106,Stakeholder Management,3,35,Manager validation
E0106,Communication,3,36,Project evidence
E0106,Data Storytelling,2,16,Manager validation
E0106,Project Management,2,41,Self-assessment
E0107,Excel,2,38,Self-assessment
E0107,Business Acumen,3,29,Self-assessment
E0107,Data Quality,2,5,Self-assessment
E0107,Stakeholder Management,3,39,Manager validation
E0107,Power BI,1,11,Manager validation
E0108,Excel,1,43,Self-assessment
E0108,Business Acumen,1,46,Self-assessment
E0108,Data Quality,2,44,Manager validation
E0108,Data Governance,2,13,Self-assessment
E0108,Communication,1,31,Self-assessment
E0108,Project Management,2,17,Manager validation
E0109,Excel,1,17,Project evidence
E0109,Scenario Modeling,1,48,Project evidence
E0109,Business Acumen,2,33,Certification
E0109,Data Quality,1,23,Manager validation
E0109,Statistics,2,40,Self-assessment
E0109,Communication,4,26,Manager validation
E0109,Forecasting,4,5,Certification
E0110,Excel,3,26,Project evidence
E0110,Business Acumen,1,7,Self-assessment
E0110,Data Quality,3,26,Manager validation
E0110,Employee Engagement,2,47,Self-assessment
E0110,Data Storytelling,2,17,Self-assessment
E0110,Power BI,4,8,Self-assessment
E0110,Skills Gap Analysis,3,21,Certification
E0110,Workforce Planning,1,27,Manager validation
E0111,Change Management,3,11,Project evidence
E0111,Excel,3,16,Self-assessment
E0111,Scenario Modeling,4,47,Certification
E0111,Business Acumen,4,36,Project evidence
E0111,Data Quality,1,23,Project evidence
E0111,Stakeholder Management,4,18,Manager validation
E0111,Data Visualization,1,23,Self-assessment
E0111,Statistics,2,18,Self-assessment
E0111,Data Storytelling,4,31,Project evidence
E0111,Forecasting,3,47,Manager validation
E0111,Power BI,3,23,Self-assessment
E0111,DAX,2,9,Certification
E0112,Excel,3,29,Self-assessment
E0112,Scenario Modeling,2,35,Project evidence
E0112,Business Acumen,2,31,Project evidence
E0112,Stakeholder Management,2,29,Certification
E0112,Statistics,1,32,Certification
E0112,Forecasting,3,32,Manager validation
E0112,Power BI,2,13,Project evidence
E0113,SQL,5,48,Project evidence
E0113,Data Modeling,4,13,Project evidence
E0113,Stakeholder Management,1,25,Manager validation
E0113,Machine Learning,2,31,Self-assessment
E0113,Data Governance,3,39,Manager validation
E0113,Communication,3,4,Self-assessment
E0113,Project Management,2,33,Self-assessment
E0113,Python,4,12,Project evidence
E0113,DAX,3,40,Self-assessment
E0114,Excel,2,22,Self-assessment
E0114,Scenario Modeling,3,33,Self-assessment
E0114,Business Acumen,3,20,Certification
E0114,Stakeholder Management,4,32,Manager validation
E0114,Forecasting,2,23,Project evidence
E0114,Project Management,3,45,Self-assessment
E0114,Workforce Planning,2,36,Project evidence
E0114,Talent Intelligence,2,31,Project evidence
E0115,Change Management,5,43,Manager validation
E0115,Excel,2,10,Project evidence
E0115,Scenario Modeling,3,6,Self-assessment
E0115,Business Acumen,4,42,Project evidence
E0115,Data Quality,2,32,Manager validation
E0115,Stakeholder Management,3,39,Certification
E0115,Data Visualization,3,22,Manager validation
E0115,Communication,1,24,Self-assessment
E0115,Data Storytelling,5,38,Certification
E0115,Forecasting,2,32,Project evidence
E0115,DAX,2,29,Self-assessment
E0115,Power BI,3,7,Certification
E0116,SQL,2,8,Manager validation
E0116,HR Data Management,4,11,Project evidence
E0116,Business Acumen,3,42,Project evidence
E0116,Power BI,1,46,Self-assessment
E0116,Performance Analytics,1,35,Certification
E0116,Learning Analytics,3,27,Project evidence
E0116,Workforce Planning,4,3,Project evidence
E0116,Talent Analytics,2,28,Certification
E0116,Data Visualization,3,40,Certification
E0116,Communication,2,14,Self-assessment
E0116,Project Management,2,9,Self-assessment
E0117,Excel,2,12,Manager validation
E0117,Business Acumen,1,11,Self-assessment
E0117,Project Management,1,25,Self-assessment
E0117,Stakeholder Management,1,12,Project evidence
E0117,Power BI,2,15,Self-assessment
E0118,Business Acumen,2,25,Certification
E0118,Performance Analytics,2,23,Self-assessment
E0118,Data Quality,3,28,Self-assessment
E0118,Communication,2,37,Certification
E0118,Data Storytelling,2,36,Project evidence
E0118,Power BI,1,29,Certification
E0118,Data Modeling,1,4,Certification
E0119,Scenario Modeling,1,10,Manager validation
E0119,Business Acumen,1,37,Self-assessment
E0119,Power BI,3,14,Manager validation
E0119,Data Quality,3,21,Manager validation
E0119,Stakeholder Management,2,8,Manager validation
E0119,Forecasting,1,23,Manager validation
E0119,Project Management,1,21,Project evidence
E0119,DAX,2,45,Self-assessment
